Aaapai;Ano;Apf;Apreensao Drogas Sem Autor;Cmba;Cmp;Furto Bicicleta;Mcirc;Mes;Mes Ano;Munic;Mês (Nome);Posse Drogas;Regiao;Roubo Bicicleta;Trafico Drogas;Aisp;Ameaca;Apreensao Drogas;Cisp;Cvli;Encontro Cadaver;Encontro Ossada;Estelionato;Estupro;Extorsao;Fase;Furto Celular;Furto Coletivo;Furto Transeunte;Furto Veiculos;Hom Culposo;Hom Doloso;Hom Por Interv Policial;Latrocinio;Lesao Corp Culposa;Lesao Corp Dolosa;Lesao Corp Morte;Letalidade Violenta;Outros Furtos;Outros Roubos;Pessoas Desaparecidas;Pol Civis Mortos Serv;Pol Militares Mortos Serv;Recuperacao Veiculos;Registro Ocorrencias;Risp;Roubo Apos Saque;Roubo Banco;Roubo Carga;Roubo Celular;Roubo Comercio;Roubo Conducao Saque;Roubo Cx Eletronico;Roubo Em Coletivo;Roubo Residencia;Roubo Rua;Roubo Transeunte;Roubo Veiculo;Sequestro;Sequestro Relampago;Tentat Hom;Total Furtos;Total Roubos
2;2017;29;2;0;5;0;3304300;11;2017m11;Rio Bonito;Novembro;2;Interior;0;8;35;15;12;119;2;0;0;5;3;0;3;2;0;1;9;1;2;0;0;6;15;0;2;15;4;1;0;0;9;141;4;0;0;0;3;3;0;0;1;1;13;9;5;0;0;3;27;26
1;2017;17;7;2;12;0;3305208;11;2017m11;São Pedro da Aldeia;Novembro;33;Interior;0;7;25;27;45;125;2;0;0;6;2;1;3;2;1;2;7;3;2;0;0;15;30;0;2;23;5;3;0;0;7;268;4;0;0;0;3;2;0;0;0;1;15;12;3;0;0;1;35;26
4;2017;7;0;2;46;1;3305505;11;2017m11;Saquarema;Novembro;5;Interior;0;4;25;53;9;124;2;0;0;7;6;1;3;3;0;5;4;3;2;1;0;25;24;0;3;47;1;0;0;0;4;315;4;0;0;0;3;4;0;0;0;1;9;6;4;0;0;14;60;19
6;2017;27;5;1;11;0;3300209;11;2017m11;Araruama;Novembro;16;Interior;0;18;25;33;37;118;3;0;0;22;5;1;3;5;1;4;8;4;3;0;0;27;37;0;3;52;6;1;0;0;8;401;4;0;0;2;6;3;0;0;3;2;33;24;15;0;0;9;70;61
1;2017;6;6;1;8;0;3300233;11;2017m11;Armação dos Búzios;Novembro;2;Interior;0;3;25;17;10;127;3;0;0;9;1;0;3;0;1;1;4;0;3;0;0;1;8;0;3;42;4;0;0;0;7;194;4;1;0;0;2;1;0;0;0;0;14;12;3;0;0;2;48;23
2;2017;6;0;0;4;0;3300803;11;2017m11;Cachoeiras de Macacu;Novembro;2;Interior;0;5;35;15;7;159;1;0;0;7;1;0;3;0;0;0;1;1;1;0;0;13;14;0;1;16;0;0;0;0;2;113;4;1;0;0;0;0;0;0;0;0;3;3;0;0;0;2;17;4
2;2017;5;0;0;2;0;3301876;12;2017m12;Iguaba Grande;Dezembro;4;Interior;0;1;25;7;5;129;0;0;0;1;1;0;3;1;0;4;1;0;0;0;0;9;4;0;0;15;0;0;0;0;5;92;4;0;0;1;1;2;0;0;0;0;5;4;5;0;0;0;21;13
0;2017;0;0;0;0;0;3305604;12;2017m12;Silva Jardim;Dezembro;2;Interior;0;0;35;5;2;120;1;0;0;3;1;0;3;0;0;1;0;0;1;0;0;0;4;0;1;6;2;0;0;0;0;45;4;0;0;2;0;0;0;0;0;0;1;1;1;0;0;0;7;6
2;2017;5;0;0;1;0;3300258;12;2017m12;Arraial do Cabo;Dezembro;7;Interior;0;5;25;25;11;132;0;0;0;1;0;1;3;1;0;1;1;0;0;0;0;4;19;0;0;36;1;2;0;0;1;135;4;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;39;2
1;2017;10;1;0;3;0;3304300;12;2017m12;Rio Bonito;Dezembro;1;Interior;0;7;35;20;9;119;7;0;0;9;0;0;3;3;0;3;6;1;7;0;0;22;27;0;7;16;3;0;0;0;8;166;4;0;0;0;2;5;0;0;0;0;9;7;5;0;0;0;28;22
0;2017;7;3;0;8;0;3305208;12;2017m12;São Pedro da Aldeia;Dezembro;19;Interior;0;3;25;33;25;125;6;0;0;6;4;0;3;4;1;3;3;4;6;1;0;17;30;0;7;19;1;1;0;0;9;252;4;0;0;1;4;1;0;0;2;0;17;11;4;0;0;1;30;24
1;2017;6;1;0;3;1;3300803;12;2017m12;Cachoeiras de Macacu;Dezembro;3;Interior;0;3;35;19;7;159;0;0;0;5;2;1;3;0;0;2;0;0;0;0;0;12;25;0;0;18;0;0;0;0;2;120;4;0;0;0;1;0;0;0;3;1;9;5;1;0;0;0;21;11
0;2017;1;0;1;2;0;3305752;12;2017m12;Tanguá;Dezembro;0;Interior;0;1;35;3;1;70;0;0;0;3;1;0;3;1;1;0;0;3;0;0;0;1;5;0;0;8;1;0;0;0;0;57;4;0;0;2;0;1;0;0;1;1;6;5;3;0;0;1;10;14
2;2017;7;3;0;16;1;3305505;9;2017m09;Saquarema;Setembro;5;Interior;1;6;25;49;14;124;1;0;0;17;2;0;3;10;0;8;5;8;1;0;0;20;34;0;1;62;5;3;0;0;2;317;4;0;0;1;3;1;0;0;1;1;10;6;2;0;0;1;86;21
3;2017;8;0;1;5;1;3304300;1;2017m01;Rio Bonito;Janeiro;5;Interior;0;9;35;11;14;119;1;1;0;2;1;0;3;2;1;1;7;1;1;0;0;12;11;0;1;15;0;1;0;0;5;122;4;0;0;1;0;0;0;0;0;0;4;4;4;0;0;1;27;9
11;2017;31;1;0;4;1;3300209;1;2017m01;Araruama;Janeiro;7;Interior;0;14;25;29;19;118;4;1;0;22;3;0;3;6;0;3;12;5;4;0;0;19;38;0;4;74;20;3;0;0;9;422;4;0;0;1;8;3;0;0;0;4;23;15;9;0;0;3;96;60
13;2017;49;1;1;9;0;3300704;2;2017m02;Cabo Frio;Fevereiro;4;Interior;0;22;25;14;26;126;11;1;0;5;3;1;3;2;1;3;19;0;11;0;0;9;12;0;11;24;6;5;0;0;8;245;4;0;0;0;2;3;0;0;0;0;13;11;10;0;0;7;49;32
0;2017;5;2;0;9;0;3305208;2;2017m02;São Pedro da Aldeia;Fevereiro;13;Interior;0;1;25;5;16;125;2;1;0;0;5;0;3;0;1;0;5;2;2;0;0;1;14;0;2;4;2;1;0;0;4;95;4;0;0;2;0;1;0;0;0;0;5;5;2;0;0;0;10;12
4;2017;6;0;0;4;0;3305505;2;2017m02;Saquarema;Fevereiro;5;Interior;0;7;25;4;11;124;2;1;0;4;5;0;3;1;1;1;11;3;2;0;0;3;13;0;2;15;2;0;0;0;3;103;4;0;0;0;3;1;0;0;0;1;3;0;6;0;0;3;29;13
0;2017;14;1;0;10;0;3305505;3;2017m03;Saquarema;Março;6;Interior;0;6;25;19;12;124;3;1;0;6;5;0;3;1;0;2;13;1;3;0;0;7;18;0;3;26;4;4;0;0;8;217;4;0;0;1;3;3;0;0;0;0;16;13;13;0;0;4;42;37
20;2017;67;6;1;7;0;3300704;3;2017m03;Cabo Frio;Março;10;Interior;0;35;25;21;48;126;18;1;0;12;9;2;3;4;0;6;19;4;18;0;0;13;30;0;18;50;6;1;0;0;13;364;4;0;0;1;5;4;0;0;0;0;20;15;14;0;0;7;79;45
1;2017;9;1;0;3;0;3300233;4;2017m04;Armação dos Búzios;Abril;7;Interior;0;5;25;21;12;127;4;1;0;3;0;0;3;2;0;1;2;0;4;0;0;8;16;0;4;41;4;1;0;0;3;191;4;0;0;0;1;3;0;0;0;1;7;6;1;0;0;1;46;16
2;2017;12;0;1;7;0;3300258;5;2017m05;Arraial do Cabo;Maio;8;Interior;0;6;25;5;14;132;3;1;0;4;0;4;3;3;2;1;0;1;3;0;0;0;9;0;3;50;1;1;0;0;2;208;4;0;0;0;3;0;0;0;0;0;4;1;0;0;0;4;56;5
7;2017;53;8;0;5;1;3300704;5;2017m05;Cabo Frio;Maio;2;Interior;0;24;25;67;34;126;11;1;0;24;12;1;3;12;3;30;11;5;11;0;0;22;58;0;11;177;53;7;0;0;9;807;4;0;0;5;12;5;0;0;2;2;85;71;13;0;0;3;234;163
2;2017;9;1;0;4;0;3300233;8;2017m08;Armação dos Búzios;Agosto;1;Interior;0;8;25;17;10;127;1;1;0;4;0;0;3;4;0;0;0;1;1;0;0;8;9;0;1;37;2;1;0;0;2;164;4;0;0;0;3;1;0;0;0;0;6;3;0;0;0;3;41;9
7;2017;10;1;1;9;0;3305208;8;2017m08;São Pedro da Aldeia;Agosto;62;Interior;0;6;25;23;69;125;5;1;0;7;0;0;3;6;1;1;4;0;5;0;0;17;33;0;5;33;1;2;0;0;4;327;4;0;0;3;4;1;0;0;1;2;31;26;9;0;0;2;45;47
0;2017;3;1;0;3;0;3305604;9;2017m09;Silva Jardim;Setembro;0;Interior;0;1;35;5;2;120;0;1;0;1;0;0;3;0;0;0;1;2;0;0;0;7;8;0;0;7;1;0;0;0;2;57;4;0;0;0;1;1;0;0;1;0;7;5;2;0;0;1;8;11
14;2017;41;5;0;5;1;3300704;9;2017m09;Cabo Frio;Setembro;6;Interior;0;28;25;57;37;126;10;1;0;39;5;1;3;12;0;20;10;2;10;1;0;27;55;0;11;133;17;4;0;0;9;628;4;0;0;1;10;8;0;0;3;1;46;33;11;0;0;9;176;84
14;2017;42;2;1;11;0;3301900;11;2017m11;Itaboraí;Novembro;3;Interior;0;22;35;47;27;71;10;1;0;23;5;1;3;4;2;7;16;5;10;3;0;25;63;0;13;58;30;2;0;0;45;696;4;0;0;10;11;21;0;0;30;7;116;75;79;0;0;2;87;263
3;2017;12;0;0;4;0;3305505;12;2017m12;Saquarema;Dezembro;2;Interior;0;10;25;23;12;124;3;1;0;13;1;0;3;5;0;5;15;1;3;0;0;18;40;0;3;43;1;3;0;0;13;253;4;0;0;0;0;2;0;0;0;0;10;10;3;0;0;6;68;16
19;2017;66;2;0;10;0;3300704;12;2017m12;Cabo Frio;Dezembro;8;Interior;0;37;25;59;44;126;6;1;0;26;5;0;3;4;3;11;13;0;6;1;0;26;56;0;7;77;9;6;0;0;11;531;4;0;0;3;3;4;0;0;3;3;44;38;13;0;0;8;108;76
2;2017;3;0;0;2;0;3305752;9;2017m09;Tanguá;Setembro;2;Interior;1;5;35;4;7;70;0;1;0;2;0;0;3;0;0;0;2;0;0;0;0;0;5;0;0;20;0;0;0;0;4;74;4;0;0;0;2;0;0;0;0;0;9;7;7;0;0;0;22;17
1;2017;11;2;0;13;0;3305505;10;2017m10;Saquarema;Outubro;4;Interior;0;7;25;31;13;124;5;2;0;7;8;1;3;11;0;10;7;2;5;0;0;16;36;0;5;58;3;1;0;0;9;302;4;0;0;1;3;0;0;0;2;0;11;6;5;0;0;5;86;20
3;2017;17;9;1;16;0;3300209;12;2017m12;Araruama;Dezembro;22;Interior;0;8;25;34;38;118;5;2;0;14;2;0;3;6;0;9;13;6;5;1;0;36;56;0;6;39;3;5;0;0;11;386;4;0;0;2;7;2;0;0;0;5;15;8;16;0;0;4;67;43
13;2017;47;3;1;14;0;3301900;3;2017m03;Itaboraí;Março;6;Interior;0;21;35;17;30;71;10;3;0;6;6;1;3;0;2;1;28;6;10;0;0;14;30;0;10;42;21;6;0;0;67;483;4;0;0;5;5;4;0;0;2;0;29;22;100;0;0;10;73;159
0;2017;2;0;0;1;0;3305604;8;2017m08;Silva Jardim;Agosto;0;Interior;0;0;35;2;0;120;4;0;0;4;0;0;3;0;0;0;0;1;4;1;0;3;7;0;5;3;0;0;0;0;1;43;4;0;0;1;0;1;0;0;1;1;1;0;3;0;1;3;3;7
17;2017;65;1;0;10;0;3300704;1;2017m01;Cabo Frio;Janeiro;9;Interior;0;43;25;40;50;126;14;3;0;24;3;0;3;11;1;25;31;2;14;0;0;23;58;0;14;72;13;8;0;0;11;564;4;0;0;0;6;3;0;0;0;0;43;37;17;0;1;10;140;76
20;2017;50;3;1;14;2;3300704;6;2017m06;Cabo Frio;Junho;5;Interior;0;33;25;54;39;126;7;0;0;17;2;5;3;12;1;22;22;0;7;3;0;26;51;0;10;206;47;7;0;0;15;829;4;0;0;3;21;14;0;0;2;3;77;54;9;0;3;10;265;153
6;2017;18;6;0;18;1;3300209;8;2017m08;Araruama;Agosto;12;Interior;0;13;25;46;30;118;9;0;1;15;2;0;3;10;2;7;10;1;9;0;0;28;41;0;9;70;7;4;0;0;11;430;4;0;0;2;14;7;0;0;0;0;37;23;6;0;0;5;100;59
16;2017;72;1;1;23;1;3301900;8;2017m08;Itaboraí;Agosto;0;Interior;0;35;35;51;36;71;2;0;1;32;3;2;3;1;4;10;24;2;2;1;0;34;61;0;3;92;20;6;0;0;56;810;4;1;0;6;17;12;0;0;25;3;163;121;82;0;0;8;132;287
3;2017;39;2;0;9;1;3301900;12;2017m12;Itaboraí;Dezembro;3;Interior;0;19;35;46;22;71;8;0;1;38;5;1;3;5;4;5;20;6;8;1;0;45;73;0;9;67;28;8;0;0;47;734;4;0;0;29;16;14;0;0;22;5;96;58;108;0;0;19;102;280
3;2017;15;1;1;15;0;3305208;5;2017m05;São Pedro da Aldeia;Maio;52;Interior;0;10;25;26;63;125;3;0;2;6;5;1;3;4;0;3;5;1;3;1;0;15;24;0;4;57;0;1;0;0;7;326;4;0;0;1;1;2;0;0;4;0;18;13;7;0;2;4;69;28
0;2017;1;0;0;1;0;3302809;1;2017m01;Mendes;Janeiro;3;Interior;0;1;10;5;4;97;0;0;0;1;0;0;3;0;0;0;2;0;0;0;0;4;8;0;0;3;0;0;0;0;1;38;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;5;1
0;2017;1;0;0;3;0;3304409;1;2017m01;Rio Claro;Janeiro;0;Interior;0;0;33;6;0;168;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;11;3;0;0;3;1;0;0;0;0;46;5;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;5;3
2;2017;8;0;0;1;0;3303807;1;2017m01;Paraty;Janeiro;2;Interior;0;4;33;10;6;167;2;0;0;1;0;0;3;3;0;3;2;0;2;0;0;7;24;0;2;33;3;0;0;0;0;160;5;0;0;0;1;0;0;0;1;0;4;2;0;0;0;5;41;7
0;2017;0;0;0;2;0;3304508;1;2017m01;Rio das Flores;Janeiro;0;Interior;0;0;10;3;0;92;0;0;0;0;1;0;3;0;0;0;1;0;0;0;0;1;9;0;0;2;0;0;0;0;0;23;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0
0;2017;1;0;0;2;0;3301801;1;2017m01;Engenheiro Paulo de Frontin;Janeiro;2;Interior;0;1;10;5;3;98;0;0;0;0;1;0;3;0;0;0;1;0;0;0;0;5;9;0;0;0;0;0;0;0;1;27;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
0;2017;4;0;0;0;0;3303955;1;2017m01;Pinheiral;Janeiro;1;Interior;0;0;28;9;1;101;0;0;0;0;1;0;3;1;0;0;0;0;0;0;0;3;4;0;0;12;0;0;0;0;1;55;5;0;0;0;1;0;0;0;0;0;5;4;0;0;0;0;13;5
1;2017;13;0;4;5;1;3302254;1;2017m01;Itatiaia;Janeiro;4;Interior;0;1;37;18;5;99;0;0;0;5;5;0;3;0;0;0;0;0;0;0;0;3;20;0;0;13;0;1;0;0;0;93;5;0;0;0;0;4;0;0;0;0;0;0;1;0;0;0;14;5
2;2017;12;0;0;2;0;9999992;1;2017m01;Porto Real;Janeiro;2;Interior;0;7;37;5;9;100;2;0;0;1;0;0;3;0;0;0;1;1;2;0;0;5;12;0;2;8;2;1;0;0;1;58;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;9;3
8;2017;23;7;2;6;0;3300407;1;2017m01;Barra Mansa;Janeiro;2;Interior;0;19;28;40;27;90;2;0;0;11;2;0;3;11;1;8;18;1;2;0;0;3;25;0;2;50;5;5;0;0;17;332;5;0;0;0;3;3;0;0;0;0;8;5;5;0;0;8;88;21
5;2017;30;1;1;10;1;3304201;1;2017m01;Resende;Janeiro;9;Interior;0;14;37;44;24;89;3;0;0;10;0;1;3;4;0;3;8;2;3;0;0;4;53;0;3;26;2;4;0;0;6;267;5;0;0;0;3;2;0;0;3;0;11;5;1;0;0;6;42;16
1;2017;13;1;0;4;0;3306107;1;2017m01;Valença;Janeiro;3;Interior;0;3;10;18;7;91;0;0;0;7;2;0;3;1;0;0;3;3;0;1;0;3;20;0;1;18;0;1;0;0;3;110;5;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;22;3
3;2017;27;0;0;3;0;3300100;1;2017m01;Angra dos Reis;Janeiro;6;Interior;0;17;33;31;23;166;13;0;0;4;3;0;3;0;3;3;17;3;13;1;0;14;36;0;14;51;7;8;0;0;17;343;5;0;0;0;2;3;0;0;1;0;18;15;14;0;0;26;74;42
0;2017;0;0;0;1;0;3306206;1;2017m01;Vassouras;Janeiro;1;Interior;0;0;10;8;1;95;1;0;0;5;2;0;3;0;0;0;0;5;1;0;0;9;9;0;1;8;0;0;0;0;0;53;5;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;8;1
0;2017;8;0;0;8;0;9999999;1;2017m01;Miguel Pereira;Janeiro;11;Interior;0;5;10;27;16;96;2;0;0;2;1;0;3;1;0;0;5;1;2;0;0;5;27;0;2;5;0;2;0;0;3;125;5;1;0;0;0;0;0;0;0;0;1;1;1;0;0;1;11;3
0;2017;5;0;0;3;0;3306206;2;2017m02;Vassouras;Fevereiro;0;Interior;0;2;10;6;2;95;3;0;0;1;0;0;3;1;0;1;0;0;3;0;0;2;7;0;3;7;0;0;0;0;0;48;5;0;0;1;0;0;0;0;0;0;0;0;1;0;0;2;9;2
0;2017;10;0;0;5;1;9999999;2;2017m02;Miguel Pereira;Fevereiro;3;Interior;0;2;10;2;5;96;3;0;0;1;0;0;3;1;0;1;7;0;3;0;0;4;12;0;3;10;0;0;0;0;6;72;5;0;0;0;0;1;0;0;2;0;3;1;0;0;0;0;20;4
0;2017;1;0;0;2;0;9999992;2;2017m02;Porto Real;Fevereiro;0;Interior;0;0;37;4;0;100;5;0;0;1;0;0;3;0;0;1;0;0;5;0;0;0;5;0;5;7;1;0;0;0;1;27;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;8;2
1;2017;1;0;0;0;0;3304409;2;2017m02;Rio Claro;Fevereiro;2;Interior;0;1;33;4;3;168;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;7;0;0;2;0;0;0;0;0;23;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
8;2017;44;1;0;2;0;3304201;2;2017m02;Resende;Fevereiro;8;Interior;0;21;37;26;29;89;1;0;0;2;1;0;3;3;0;2;3;0;1;0;0;1;31;0;1;9;1;5;0;0;0;144;5;0;0;1;0;3;0;0;0;0;2;2;0;0;0;1;17;7
0;2017;0;0;0;0;0;3301801;2;2017m02;Engenheiro Paulo de Frontin;Fevereiro;3;Interior;0;0;10;6;3;98;2;0;0;0;1;0;3;0;0;2;1;0;2;0;0;3;5;0;2;4;0;0;0;0;2;28;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0
0;2017;0;0;0;0;0;3303955;2;2017m02;Pinheiral;Fevereiro;2;Interior;0;0;28;6;2;101;0;0;0;1;2;0;3;0;0;0;0;0;0;0;0;0;4;0;0;3;1;1;0;0;0;36;5;0;0;0;1;0;0;0;0;0;4;3;0;0;0;1;3;5
8;2017;50;2;0;11;0;3306305;2;2017m02;Volta Redonda;Fevereiro;5;Interior;0;27;28;17;32;93;3;0;0;3;10;0;3;2;0;1;14;0;3;0;0;4;21;0;3;9;2;5;0;0;6;198;5;0;0;0;0;1;0;0;0;0;4;4;2;0;0;9;26;9
0;2017;6;0;0;0;0;3304003;2;2017m02;Piraí;Fevereiro;1;Interior;0;5;10;1;6;94;0;0;0;1;0;0;3;0;0;0;0;1;0;0;0;1;5;0;0;2;0;0;0;0;3;34;5;0;0;2;0;0;0;0;0;0;3;3;2;0;0;0;2;7
0;2017;8;0;0;9;0;3306107;2;2017m02;Valença;Fevereiro;5;Interior;0;6;10;7;11;91;1;0;0;1;2;0;3;0;0;0;2;1;1;0;0;0;8;0;1;3;0;0;0;0;0;59;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;5;0
2;2017;19;3;0;7;0;3300308;2;2017m02;Barra do Pirai;Fevereiro;2;Interior;0;14;10;13;19;88;2;0;0;2;3;0;3;1;0;0;3;1;2;0;0;14;16;0;2;6;0;1;0;0;1;98;5;0;0;0;0;0;0;0;0;0;1;1;1;0;0;5;10;2
3;2017;17;0;1;0;0;3300407;2;2017m02;Barra Mansa;Fevereiro;2;Interior;0;11;28;19;13;90;2;0;0;6;6;0;3;0;0;2;6;1;2;0;0;3;18;0;2;9;2;0;0;0;5;135;5;0;0;0;0;0;0;0;0;0;2;2;2;0;0;7;17;6
6;2017;28;2;1;8;0;3300100;2;2017m02;Angra dos Reis;Fevereiro;1;Interior;0;18;33;8;21;166;11;0;0;1;6;0;3;1;0;1;7;4;11;1;0;13;15;0;12;13;4;5;0;0;7;169;5;0;0;0;0;5;0;0;0;0;6;6;10;0;0;5;22;25
5;2017;5;0;0;2;0;3302601;2;2017m02;Mangaratiba;Fevereiro;0;Interior;0;1;33;10;1;165;3;0;0;1;0;1;3;2;0;0;13;7;3;0;0;7;6;0;3;9;1;0;0;0;1;76;5;0;0;0;2;0;0;0;0;0;2;0;7;0;0;0;24;10
1;2017;3;1;0;1;0;3302809;2;2017m02;Mendes;Fevereiro;1;Interior;0;3;10;2;5;97;0;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;14;5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
0;2017;1;0;0;2;0;3302809;3;2017m03;Mendes;Março;2;Interior;0;1;10;5;3;97;0;0;0;1;0;0;3;1;0;0;2;0;0;0;0;4;16;0;0;2;0;0;0;0;0;31;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;5;1
0;2017;2;2;0;1;0;3301801;3;2017m03;Engenheiro Paulo de Frontin;Março;5;Interior;0;1;10;11;8;98;0;0;0;1;0;0;3;0;0;0;1;0;0;0;0;1;10;0;0;3;0;0;0;0;0;38;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0
0;2017;1;1;0;13;0;3303955;3;2017m03;Pinheiral;Março;2;Interior;0;1;28;15;4;101;1;0;0;4;0;0;3;4;0;0;0;0;1;0;0;1;4;0;1;10;0;0;0;0;1;88;5;0;0;0;1;2;0;0;0;0;2;1;0;0;0;0;14;4
0;2017;1;0;0;0;0;3304508;3;2017m03;Rio das Flores;Março;2;Interior;0;1;10;5;3;92;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;3;0;0;4;0;0;0;0;0;29;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0
1;2017;3;1;0;2;0;3304409;3;2017m03;Rio Claro;Março;3;Interior;0;2;33;3;6;168;1;0;0;1;1;0;3;0;0;0;1;0;1;0;0;0;5;0;1;1;0;0;0;0;3;34;5;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;2;3
1;2017;8;0;0;2;0;3302254;3;2017m03;Itatiaia;Março;3;Interior;0;7;37;23;10;99;2;0;0;2;1;0;3;1;0;0;1;0;2;0;0;9;19;0;2;10;3;0;0;0;3;108;5;0;0;0;2;4;0;0;0;0;5;3;0;0;0;2;12;12
1;2017;9;0;0;3;0;3306107;3;2017m03;Valença;Março;7;Interior;0;7;10;13;14;91;1;0;0;3;2;1;3;1;0;0;2;0;1;0;0;0;16;0;1;23;8;0;0;0;0;134;5;0;0;0;0;0;0;0;0;0;1;1;0;0;0;7;26;9
0;2017;3;0;0;2;0;9999999;3;2017m03;Miguel Pereira;Março;7;Interior;0;2;10;18;9;96;1;0;0;2;4;0;3;0;1;5;6;1;1;0;0;7;23;0;1;10;1;0;0;0;1;106;5;0;0;0;0;0;0;0;1;0;1;0;2;0;0;0;22;4
0;2017;4;1;0;2;0;3306206;3;2017m03;Vassouras;Março;3;Interior;0;4;10;12;8;95;0;0;0;1;1;1;3;1;0;1;2;2;0;0;0;5;22;0;0;5;0;1;0;0;1;90;5;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;9;2
5;2017;22;2;0;5;0;3300308;3;2017m03;Barra do Pirai;Março;9;Interior;0;13;10;22;23;88;3;0;0;6;1;0;3;3;0;0;0;3;3;0;0;23;28;0;3;29;1;1;0;0;2;180;5;0;0;0;2;2;0;0;0;0;2;0;1;0;0;7;32;6
2;2017;5;0;0;6;0;9999992;3;2017m03;Porto Real;Março;2;Interior;0;3;37;5;5;100;2;0;0;5;1;0;3;2;0;0;1;0;2;0;0;4;15;0;2;15;0;0;0;0;3;84;5;0;0;1;0;2;0;0;0;1;1;1;1;0;0;1;18;6
2;2017;13;0;1;7;2;3303807;3;2017m03;Paraty;Março;5;Interior;0;7;33;26;12;167;0;0;0;12;2;0;3;5;1;2;0;0;0;0;0;2;15;0;0;41;6;0;0;0;1;256;5;0;0;0;1;1;0;0;1;1;11;9;1;0;0;2;51;20
10;2017;34;2;1;17;0;3304201;3;2017m03;Resende;Março;3;Interior;0;21;37;53;26;89;3;0;0;34;2;2;3;4;3;4;5;0;3;0;0;7;69;0;3;145;29;4;0;0;4;633;5;0;0;1;3;5;0;0;3;1;20;14;3;0;0;3;161;59
13;2017;53;0;0;37;0;3300407;3;2017m03;Barra Mansa;Março;8;Interior;0;21;28;13;27;90;2;0;0;4;3;1;3;1;0;5;5;1;2;0;0;4;16;0;2;16;2;4;0;0;17;246;5;0;0;1;0;3;0;0;1;2;8;7;10;0;0;2;27;26
0;2017;4;0;0;1;0;3302809;4;2017m04;Mendes;Abril;7;Interior;0;2;10;7;9;97;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;2;9;0;0;4;0;0;0;0;0;38;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0
0;2017;2;0;0;1;0;3301801;4;2017m04;Engenheiro Paulo de Frontin;Abril;5;Interior;0;0;10;8;5;98;0;0;0;1;0;0;3;0;0;0;2;0;0;0;0;2;7;0;0;7;0;1;0;0;2;48;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0
2;2017;5;0;0;4;0;9999992;4;2017m04;Porto Real;Abril;2;Interior;0;3;37;7;5;100;3;0;0;2;0;0;3;1;0;0;1;0;3;0;0;1;13;0;3;9;0;1;0;0;0;63;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;11;1
2;2017;3;1;0;4;0;3303955;4;2017m04;Pinheiral;Abril;4;Interior;0;3;28;14;8;101;0;0;0;1;2;0;3;2;1;1;0;0;0;0;0;0;14;0;0;19;0;0;0;0;0;103;5;0;0;0;2;0;0;0;0;0;8;6;0;0;0;1;23;8
0;2017;0;0;0;1;0;3304508;4;2017m04;Rio das Flores;Abril;3;Interior;0;0;10;4;3;92;0;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;2;0;0;3;0;0;0;0;0;24;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0
0;2017;6;1;1;1;0;3306206;4;2017m04;Vassouras;Abril;4;Interior;0;2;10;11;7;95;0;0;0;2;0;0;3;2;0;0;5;0;0;0;0;6;20;0;0;13;2;1;0;0;1;85;5;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;20;3
0;2017;3;1;1;10;0;3304409;4;2017m04;Rio Claro;Abril;6;Interior;0;3;33;8;10;168;1;0;0;0;0;0;3;0;0;0;0;0;1;0;0;0;2;0;1;1;0;1;0;0;1;48;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1
