Aaapai;Ano;Apf;Apreensao Drogas Sem Autor;Cmba;Cmp;Furto Bicicleta;Mcirc;Mes;Mes Ano;Munic;Mês (Nome);Posse Drogas;Regiao;Roubo Bicicleta;Trafico Drogas;Aisp;Ameaca;Apreensao Drogas;Cisp;Cvli;Encontro Cadaver;Encontro Ossada;Estelionato;Estupro;Extorsao;Fase;Furto Celular;Furto Coletivo;Furto Transeunte;Furto Veiculos;Hom Culposo;Hom Doloso;Hom Por Interv Policial;Latrocinio;Lesao Corp Culposa;Lesao Corp Dolosa;Lesao Corp Morte;Letalidade Violenta;Outros Furtos;Outros Roubos;Pessoas Desaparecidas;Pol Civis Mortos Serv;Pol Militares Mortos Serv;Recuperacao Veiculos;Registro Ocorrencias;Risp;Roubo Apos Saque;Roubo Banco;Roubo Carga;Roubo Celular;Roubo Comercio;Roubo Conducao Saque;Roubo Cx Eletronico;Roubo Em Coletivo;Roubo Residencia;Roubo Rua;Roubo Transeunte;Roubo Veiculo;Sequestro;Sequestro Relampago;Tentat Hom;Total Furtos;Total Roubos
1;2016;6;0;0;3;0;3305158;1;2016m01;São José do Vale do Rio Preto;Janeiro;7;Interior;0;2;30;2;8;104;1;0;0;0;0;0;3;0;0;0;1;0;1;0;0;4;7;0;1;2;0;0;0;0;1;43;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0
13;2016;40;11;0;28;0;3303906;1;2016m01;Petrópolis;Janeiro;19;Interior;0;34;26;69;64;105;1;1;0;39;3;1;3;9;3;19;17;3;1;0;0;21;83;0;1;89;0;3;0;0;7;626;7;0;0;0;0;6;0;0;4;0;12;8;0;0;0;3;137;18
0;2016;4;0;0;7;0;3303906;1;2016m01;Petrópolis;Janeiro;2;Interior;0;1;26;14;3;106;0;1;0;6;1;0;3;2;1;0;3;2;0;0;0;12;18;0;0;28;1;0;0;0;3;144;7;0;0;1;0;0;0;0;0;0;1;1;1;0;0;1;34;4
4;2016;7;1;0;8;2;3303708;1;2016m01;Paraíba do Sul;Janeiro;10;Interior;0;5;38;8;14;107;0;1;0;2;1;0;3;1;1;0;1;0;0;0;0;4;21;0;0;9;0;1;0;0;1;105;7;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;14;2
5;2016;20;0;0;11;0;9999991;1;2016m01;Comendador Levy Gasparian;Janeiro;23;Interior;0;13;38;68;36;108;0;0;0;9;3;1;3;5;0;5;2;1;0;0;0;12;60;0;0;32;1;1;0;0;4;309;7;0;0;0;0;4;0;0;0;1;1;1;0;0;0;0;44;7
0;2016;1;0;0;3;0;3305406;1;2016m01;Sapucaia;Janeiro;2;Interior;0;1;38;11;3;109;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;9;8;0;0;5;0;1;0;0;0;54;7;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;5;2
6;2016;41;0;1;12;2;3305802;1;2016m01;Teresópolis;Janeiro;20;Interior;0;13;30;92;32;110;2;0;0;19;1;1;3;8;3;11;17;1;2;0;0;23;75;0;2;62;1;10;0;0;6;535;7;0;0;0;2;2;0;0;0;1;6;4;0;0;0;4;103;10
0;2016;2;0;0;0;0;3305703;1;2016m01;Sumidouro;Janeiro;0;Interior;0;0;30;3;0;111;0;0;0;0;1;0;3;0;0;0;1;0;0;0;0;0;9;0;0;1;0;0;0;0;0;31;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0
0;2016;0;2;0;4;0;3301207;1;2016m01;Carmo;Janeiro;2;Interior;0;0;30;16;4;112;0;0;0;1;0;0;3;0;0;0;1;1;0;0;0;1;19;0;0;4;0;0;0;0;2;74;7;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5;1
5;2016;25;5;1;10;0;3300209;1;2016m01;Araruama;Janeiro;6;Interior;0;15;25;70;26;118;4;0;0;15;3;0;3;8;1;9;15;0;2;0;2;19;45;0;4;74;9;9;0;0;9;460;4;0;0;1;2;2;0;0;0;3;21;19;8;0;0;8;107;44
0;2016;7;0;0;3;1;3304300;1;2016m01;Rio Bonito;Janeiro;2;Interior;0;0;35;13;2;119;2;1;0;11;1;0;3;2;0;0;7;3;2;0;0;3;18;0;2;12;1;1;0;0;6;114;4;0;0;0;3;0;0;1;2;0;6;1;4;0;0;0;22;12
0;2016;3;1;0;1;1;3305604;1;2016m01;Silva Jardim;Janeiro;1;Interior;0;1;35;8;3;120;0;1;0;1;0;0;3;3;0;1;3;1;0;0;0;7;8;0;0;4;1;1;0;0;2;60;4;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;12;4
3;2016;9;0;0;3;0;3301306;1;2016m01;Casimiro de Abreu;Janeiro;0;Interior;0;3;32;17;3;121;2;0;0;6;1;0;3;0;0;1;5;0;2;0;0;13;11;0;2;9;1;2;0;0;7;102;6;0;0;3;1;0;0;0;0;1;5;4;3;0;0;4;15;13
2;2016;7;1;0;3;1;3301405;1;2016m01;Conceição de Macabú;Janeiro;0;Interior;0;3;32;6;4;122;2;0;0;1;0;0;3;0;0;0;3;0;2;0;0;12;7;0;2;6;1;0;0;0;3;51;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10;2
17;2016;50;3;0;8;2;3302403;1;2016m01;Macaé;Janeiro;9;Interior;0;29;32;92;41;123;6;0;0;46;4;0;3;26;7;43;27;3;6;1;0;39;68;0;7;123;6;9;0;0;21;979;6;1;0;6;32;12;0;0;5;1;127;90;26;0;1;17;228;179
5;2016;22;1;2;6;1;3305505;1;2016m01;Saquarema;Janeiro;5;Interior;0;2;25;34;7;124;6;1;0;6;4;0;3;6;0;3;10;3;5;0;0;17;34;1;6;54;5;3;0;0;4;267;4;0;0;1;0;2;0;0;2;1;6;4;4;0;0;4;74;19
10;2016;9;3;1;7;2;3305208;1;2016m01;São Pedro da Aldeia;Janeiro;14;Interior;0;11;25;38;26;125;2;0;0;6;2;0;3;3;0;3;6;6;2;0;0;28;41;0;2;43;1;3;0;0;5;252;4;0;0;0;1;1;0;0;0;3;8;7;0;0;0;2;57;13
40;2016;69;7;2;27;0;3300704;1;2016m01;Cabo Frio;Janeiro;18;Interior;0;48;25;99;70;126;12;3;0;36;3;1;3;14;3;26;20;6;12;0;0;39;97;0;12;142;12;9;0;0;20;834;4;0;0;0;4;6;0;0;5;1;54;45;10;0;0;17;205;83
5;2016;5;1;4;6;0;3300233;1;2016m01;Armação dos Búzios;Janeiro;6;Interior;0;6;25;21;13;127;0;0;0;10;0;1;3;8;1;5;15;1;0;0;0;11;24;0;0;77;2;5;0;0;2;325;4;0;0;1;2;0;0;0;0;0;11;9;0;0;0;2;106;14
12;2016;52;2;0;6;1;3304524;1;2016m01;Rio das Ostras;Janeiro;4;Interior;0;24;32;55;29;128;7;0;0;21;5;2;3;15;3;45;36;1;6;0;1;39;72;0;7;108;4;4;0;0;5;623;6;0;0;1;3;2;0;0;1;1;50;46;12;0;0;7;208;70
1;2016;6;0;0;0;0;3301876;1;2016m01;Iguaba Grande;Janeiro;3;Interior;0;1;25;6;4;129;0;0;0;1;2;0;3;2;0;2;4;0;0;0;0;4;7;0;0;19;1;0;0;0;2;87;4;0;0;1;0;3;0;0;0;1;3;3;2;0;0;0;27;11
3;2016;8;0;0;2;0;9999994;1;2016m01;Quissamã;Janeiro;0;Interior;0;7;32;14;7;130;1;0;0;1;2;0;3;5;0;1;1;1;1;0;0;7;15;0;1;12;0;0;0;0;1;90;6;0;0;2;2;0;0;0;0;0;4;2;3;0;0;0;19;9
0;2016;5;1;0;2;0;3300258;1;2016m01;Arraial do Cabo;Janeiro;8;Interior;0;3;25;24;12;132;1;1;0;3;1;0;3;8;0;5;5;0;1;0;0;5;32;0;1;42;1;0;0;0;2;166;4;0;0;0;1;1;0;0;0;0;4;3;0;0;0;2;60;6
11;2016;60;8;0;25;2;3301009;1;2016m01;Campos dos Goytacazes;Janeiro;12;Interior;0;12;8;46;32;134;10;0;0;60;4;0;3;3;12;53;10;6;10;0;0;14;67;0;10;109;2;3;0;0;12;762;6;0;0;6;5;5;0;0;2;1;100;93;7;0;0;9;189;121
0;2016;2;0;0;1;0;3302106;1;2016m01;Itaocara;Janeiro;3;Interior;0;1;36;19;4;135;1;0;0;1;1;0;3;2;0;1;0;0;1;0;0;3;13;0;1;4;0;0;0;0;1;61;6;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2;7;1
2;2016;12;0;0;3;3;9999993;1;2016m01;Santo Antônio de Pádua;Janeiro;17;Interior;0;6;36;12;23;136;1;0;0;2;0;0;3;2;0;1;3;2;1;0;0;8;27;0;1;17;0;5;0;0;2;136;6;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;26;2
0;2016;10;0;0;4;4;3303005;1;2016m01;Miracema;Janeiro;20;Interior;0;1;36;12;21;137;0;0;0;1;1;0;3;0;0;0;0;0;0;0;0;2;27;0;0;14;0;2;0;0;0;98;6;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;18;2
0;2016;1;1;0;17;0;3302304;1;2016m01;Laje do Muriaé;Janeiro;2;Interior;0;0;29;1;3;138;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;33;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
0;2016;2;0;0;1;5;3304102;1;2016m01;Porciúncula;Janeiro;4;Interior;0;2;29;24;5;139;0;0;0;1;0;0;3;2;0;1;0;0;0;0;0;0;23;0;0;12;0;0;0;0;0;81;6;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;20;1
0;2016;1;0;0;3;0;9999997;1;2016m01;Natividade;Janeiro;1;Interior;0;0;29;15;1;140;0;0;0;1;0;0;3;0;0;0;1;0;0;0;0;5;20;0;0;12;0;0;0;0;1;62;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0
1;2016;2;1;0;3;0;3304805;1;2016m01;São Fidélis;Janeiro;3;Interior;0;0;8;10;4;141;0;0;0;3;1;0;3;4;0;0;1;0;0;0;0;1;6;0;0;3;0;0;0;0;0;59;6;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;8;2
0;2016;0;0;0;1;0;3300902;1;2016m01;Cambuci;Janeiro;1;Interior;0;0;36;5;1;142;1;1;0;1;0;0;3;0;0;0;0;0;1;0;0;4;5;0;1;0;0;0;0;0;0;25;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6;2016;21;1;0;9;1;9999996;1;2016m01;Itaperuna;Janeiro;16;Interior;0;15;29;39;31;143;1;1;0;12;4;2;3;9;0;2;6;2;1;0;0;14;46;0;1;26;0;0;0;0;3;272;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;44;0
1;2016;6;2;1;8;2;3300605;1;2016m01;Bom Jesus de Itabapoana;Janeiro;2;Interior;0;4;29;10;8;144;0;0;0;0;1;1;3;1;0;1;0;0;0;0;0;2;22;0;0;16;0;0;0;0;1;91;6;0;0;0;0;0;0;0;0;1;2;2;0;0;0;0;20;3
0;2016;10;1;0;8;0;3305000;1;2016m01;São João da Barra;Janeiro;6;Interior;0;5;8;17;12;145;1;0;0;2;1;0;3;4;1;6;8;1;1;0;0;17;38;0;1;36;1;1;0;0;3;179;6;0;0;0;1;6;0;0;0;0;5;4;2;0;0;0;55;14
14;2016;57;5;1;7;1;3301009;1;2016m01;Campos dos Goytacazes;Janeiro;8;Interior;0;15;8;36;28;146;15;1;0;10;6;1;3;2;1;6;7;7;14;0;1;32;30;0;15;42;8;1;0;0;10;368;6;0;0;2;2;4;0;0;4;0;23;17;4;0;0;15;59;41
0;2016;11;3;0;2;0;3304755;1;2016m01;São Francisco de Itabapoana;Janeiro;3;Interior;0;5;8;8;11;147;0;1;0;1;1;0;3;1;1;3;3;1;0;0;0;5;13;0;0;16;0;1;0;0;4;111;6;0;0;0;0;0;0;0;0;2;4;4;0;0;0;2;24;6
0;2016;6;0;0;1;0;9999995;1;2016m01;Cardoso Moreira;Janeiro;3;Interior;0;7;29;9;10;148;0;0;0;2;0;0;3;1;0;0;1;0;0;0;0;2;12;0;0;7;0;2;0;0;2;70;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0
9;2016;33;0;0;11;4;3303401;1;2016m01;Nova Friburgo;Janeiro;9;Interior;0;23;11;127;30;151;1;2;0;21;6;3;3;4;1;8;11;1;1;2;0;22;87;0;3;87;3;7;0;0;10;604;7;1;0;0;1;2;0;0;0;1;4;3;0;0;0;0;115;11
0;2016;0;0;0;1;0;3301603;1;2016m01;Duas Barras;Janeiro;1;Interior;0;0;11;10;1;152;0;0;0;1;0;0;3;0;0;0;0;3;0;0;0;6;9;0;0;1;0;0;0;0;0;25;7;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1
0;2016;1;0;0;5;0;3301108;1;2016m01;Cantagalo;Janeiro;10;Interior;0;3;11;3;13;153;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;9;0;0;2;0;0;0;0;1;50;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0
0;2016;3;1;0;0;0;9999998;1;2016m01;Cordeiro;Janeiro;6;Interior;0;2;11;7;9;154;0;0;0;3;0;0;3;6;0;1;0;0;0;0;0;2;11;0;0;6;0;0;0;0;0;60;7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;13;1
0;2016;1;0;0;0;0;3305307;1;2016m01;São Sebastião do Alto;Janeiro;0;Interior;0;0;36;6;0;155;0;0;0;2;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;3;0;0;0;0;0;25;6;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;1
0;2016;1;0;0;0;0;3304607;1;2016m01;Santa Maria Madalena;Janeiro;0;Interior;0;0;11;2;0;156;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;5;0;0;11;0;0;0;0;0;29;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0
0;2016;0;0;0;3;0;3305901;1;2016m01;Trajano de Morais;Janeiro;0;Interior;0;0;11;2;0;157;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;6;0;0;1;0;0;0;0;1;25;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
0;2016;5;0;0;1;0;3300506;1;2016m01;Bom Jardim;Janeiro;4;Interior;0;1;11;9;5;158;1;0;0;4;1;0;3;0;0;0;1;0;1;0;0;0;13;0;1;4;2;0;0;0;0;55;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2
2;2016;11;0;0;4;1;3300803;1;2016m01;Cachoeiras de Macacu;Janeiro;6;Interior;1;5;35;21;11;159;1;0;0;1;0;0;3;2;2;1;0;2;1;0;0;17;29;0;1;31;0;1;0;0;0;173;4;0;0;0;0;2;0;0;0;0;0;0;4;0;0;1;37;7
3;2016;5;1;0;1;0;3302601;1;2016m01;Mangaratiba;Janeiro;1;Interior;0;2;33;28;4;165;2;2;0;3;0;1;3;7;1;2;31;7;2;0;0;13;20;0;2;40;1;3;0;0;4;195;5;0;0;0;0;0;0;0;1;0;7;6;3;0;0;0;81;11
11;2016;42;4;1;6;2;3300100;1;2016m01;Angra dos Reis;Janeiro;11;Interior;0;25;33;66;40;166;8;0;0;26;6;1;3;7;1;5;14;1;8;0;0;22;67;0;8;58;7;6;0;0;3;472;5;0;0;1;5;9;0;0;2;1;24;17;6;0;0;13;87;48
2;2016;27;0;0;2;0;3303807;1;2016m01;Paraty;Janeiro;9;Interior;0;6;33;15;14;167;2;0;0;8;2;0;3;5;0;1;2;0;2;0;0;6;15;0;2;40;2;2;0;0;2;201;5;0;0;0;2;2;0;0;0;1;6;4;0;0;0;2;48;11
0;2016;1;0;0;1;1;3304409;1;2016m01;Rio Claro;Janeiro;0;Interior;0;0;33;2;0;168;0;1;0;1;1;0;3;3;0;0;0;0;0;0;0;1;8;0;0;11;0;0;0;0;0;46;5;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;15;2
12;2016;23;0;0;4;2;3304557;2;2016m02;Rio de Janeiro;Fevereiro;1;Capital;0;2;5;4;3;1;0;0;0;40;0;0;3;73;5;227;1;0;0;0;0;7;11;0;0;91;17;1;0;0;1;648;1;2;0;2;16;4;0;0;5;0;85;64;4;0;0;1;399;114
7;2016;38;0;0;6;1;3304557;2;2016m02;Rio de Janeiro;Fevereiro;11;Capital;0;2;5;26;13;4;2;0;0;33;3;1;3;98;29;261;2;3;1;1;1;45;53;0;3;179;38;7;0;0;13;1183;1;3;0;7;23;5;0;0;18;0;205;164;16;0;0;23;570;274
29;2016;102;4;8;29;1;3304557;2;2016m02;Rio de Janeiro;Fevereiro;52;Capital;0;14;5;52;68;5;0;1;0;98;1;3;3;146;24;347;9;0;0;0;0;22;67;0;0;258;41;4;0;0;9;1750;1;3;0;4;35;4;0;0;14;0;258;209;3;0;0;0;785;313
8;2016;20;4;0;29;1;3304557;2;2016m02;Rio de Janeiro;Fevereiro;8;Capital;0;0;4;22;12;6;1;0;0;27;4;1;3;32;11;68;5;3;1;1;0;36;40;0;2;76;27;2;0;0;12;706;1;0;0;4;12;5;0;0;10;2;81;59;21;0;0;6;193;140
0;2016;0;1;0;0;0;3304557;2;2016m02;Rio de Janeiro;Fevereiro;3;Capital;1;0;5;23;4;7;0;1;0;3;0;0;3;23;2;58;6;0;0;1;0;2;29;0;1;47;12;2;0;0;4;316;1;0;0;0;2;3;0;0;0;1;54;52;14;0;0;0;136;85
10;2016;24;3;1;6;6;3304557;2;2016m02;Rio de Janeiro;Fevereiro;54;Capital;1;4;2;34;60;9;0;0;0;31;1;3;3;71;25;128;22;2;0;0;0;13;42;0;0;122;18;6;0;0;8;945;1;0;0;1;29;9;0;0;10;0;133;94;19;0;1;1;374;181
3;2016;10;0;0;3;10;3304557;2;2016m02;Rio de Janeiro;Fevereiro;7;Capital;2;2;2;42;9;10;1;1;0;65;1;1;3;58;47;64;10;0;1;0;0;35;39;0;1;122;12;3;0;0;2;763;1;1;0;0;16;9;0;0;10;0;69;43;8;0;0;2;311;101
0;2016;1;0;0;5;0;3304557;2;2016m02;Rio de Janeiro;Fevereiro;1;Capital;0;4;23;11;5;11;0;0;0;6;3;0;3;3;3;3;1;0;0;0;0;3;15;0;0;16;0;1;0;0;0;113;1;0;0;1;0;1;0;0;1;0;2;1;0;0;0;0;26;4
26;2016;62;0;3;11;4;3304557;2;2016m02;Rio de Janeiro;Fevereiro;9;Capital;0;6;19;50;15;12;2;0;0;75;1;1;3;48;31;190;6;0;1;0;1;12;55;0;2;398;71;6;0;0;6;1278;1;0;0;1;7;1;0;0;3;1;55;45;0;0;0;17;677;129
17;2016;22;2;0;5;3;3304557;2;2016m02;Rio de Janeiro;Fevereiro;6;Capital;0;4;19;27;12;13;0;0;0;24;1;3;3;38;22;108;2;0;0;0;0;11;26;0;0;165;23;6;0;0;2;660;1;0;0;0;9;3;0;0;2;0;55;44;1;0;0;4;338;82
23;2016;56;1;3;15;12;3304557;2;2016m02;Rio de Janeiro;Fevereiro;41;Capital;0;2;23;28;44;14;1;1;0;58;0;2;3;165;12;483;2;0;1;0;0;17;38;0;1;499;52;5;0;0;3;1885;1;0;1;1;33;0;0;0;1;1;189;155;2;0;0;0;1173;246
2;2016;9;1;0;4;1;3304557;2;2016m02;Rio de Janeiro;Fevereiro;5;Capital;0;2;23;29;8;15;0;0;0;20;2;0;3;26;17;40;3;0;0;0;0;36;24;0;0;58;7;4;0;0;3;373;1;0;0;0;1;0;0;0;4;0;25;20;3;0;0;0;145;35
15;2016;48;5;2;34;5;3304557;2;2016m02;Rio de Janeiro;Fevereiro;5;Capital;0;6;31;60;16;16;2;2;0;92;1;3;3;63;48;80;41;5;2;0;0;58;70;0;2;205;43;4;0;0;4;1167;2;0;0;3;17;8;0;0;15;1;95;63;12;0;0;1;442;162
10;2016;45;4;3;8;0;3304557;2;2016m02;Rio de Janeiro;Fevereiro;14;Capital;1;10;4;25;28;17;1;0;0;20;1;3;3;24;13;40;23;0;1;0;0;37;44;0;1;110;39;4;0;0;24;712;1;2;0;3;8;6;0;0;11;1;100;81;16;0;0;3;210;168
8;2016;19;0;0;23;2;3304557;2;2016m02;Rio de Janeiro;Fevereiro;9;Capital;0;1;4;23;10;18;2;0;0;28;2;1;3;22;10;43;10;0;0;0;2;58;16;0;2;103;31;1;0;0;5;615;1;1;0;2;13;7;0;0;5;0;122;104;32;0;0;2;190;195
13;2016;15;1;3;19;4;3304557;2;2016m02;Rio de Janeiro;Fevereiro;5;Capital;0;4;6;41;9;19;1;1;0;54;2;0;3;26;8;56;14;0;1;0;0;14;41;0;1;136;25;5;0;0;12;738;1;0;1;2;15;8;0;0;5;1;78;58;21;0;0;5;244;136
3;2016;20;0;1;4;2;3304557;2;2016m02;Rio de Janeiro;Fevereiro;3;Capital;0;1;6;28;4;20;1;0;0;37;3;1;3;18;15;34;9;1;1;0;0;20;30;0;1;66;31;2;0;0;14;580;1;0;1;5;18;14;0;0;2;1;102;82;29;0;1;29;144;183
8;2016;47;9;2;78;0;3304557;2;2016m02;Rio de Janeiro;Fevereiro;13;Capital;0;14;22;36;36;21;8;1;0;47;4;3;3;28;22;58;18;0;7;2;1;94;75;0;10;111;26;15;0;0;59;1111;1;6;0;14;21;4;0;0;44;1;184;119;36;0;0;10;237;271
4;2016;23;3;1;10;1;3304557;2;2016m02;Rio de Janeiro;Fevereiro;5;Capital;0;7;16;37;15;22;3;0;0;38;3;2;3;10;12;21;18;4;3;0;0;43;42;0;3;75;30;3;0;0;24;784;1;2;0;27;23;8;0;0;19;2;190;148;35;0;0;6;137;294
5;2016;17;2;0;4;2;3304557;2;2016m02;Rio de Janeiro;Fevereiro;13;Capital;0;1;3;30;15;23;1;0;0;59;1;0;3;16;8;42;7;0;0;0;1;16;30;0;1;84;10;2;0;0;8;726;1;1;0;3;20;13;0;0;10;0;121;91;19;0;0;0;159;167
1;2016;3;0;0;0;0;3304557;2;2016m02;Rio de Janeiro;Fevereiro;1;Capital;0;1;3;42;2;24;6;0;0;19;2;3;3;7;3;11;11;0;3;0;3;16;49;0;6;35;17;4;0;0;17;490;1;0;0;3;23;4;0;0;5;0;119;91;35;0;0;0;67;178
1;2016;17;8;2;4;0;3304557;2;2016m02;Rio de Janeiro;Fevereiro;9;Capital;1;11;3;40;28;25;4;0;0;17;1;0;3;7;7;21;9;0;2;2;2;18;56;0;6;59;24;2;0;0;41;586;1;1;0;15;13;5;0;0;7;3;98;78;31;0;0;11;103;178
2;2016;20;3;3;6;0;3304557;2;2016m02;Rio de Janeiro;Fevereiro;12;Capital;0;10;3;30;25;26;0;0;0;13;2;2;3;6;4;22;7;0;0;2;0;11;46;0;2;64;23;4;0;0;24;527;1;0;0;4;11;4;0;0;3;3;88;74;33;0;0;4;103;155
8;2016;26;0;1;5;1;3304557;2;2016m02;Rio de Janeiro;Fevereiro;0;Capital;2;1;41;41;1;27;7;0;0;32;2;1;3;7;8;28;27;1;7;0;0;32;65;0;7;89;65;4;0;0;151;1043;2;1;0;11;34;15;0;0;16;1;216;166;135;0;0;1;160;446
2;2016;20;0;0;1;0;3304557;2;2016m02;Rio de Janeiro;Fevereiro;0;Capital;0;1;9;94;1;28;7;0;0;45;6;4;3;18;25;20;14;0;6;0;1;26;99;0;7;93;29;10;0;0;21;920;2;0;0;4;29;14;0;0;9;4;175;137;74;0;0;0;170;300
8;2016;40;4;1;9;0;3304557;2;2016m02;Rio de Janeiro;Fevereiro;12;Capital;0;7;9;38;23;29;1;2;0;32;2;0;3;30;16;76;21;1;1;0;0;43;44;0;1;117;29;10;0;0;27;957;2;1;0;14;26;9;0;0;20;1;255;209;58;0;0;6;260;367
2;2016;7;0;0;5;2;3304557;2;2016m02;Rio de Janeiro;Fevereiro;1;Capital;0;0;9;54;1;30;2;0;0;20;0;0;3;11;5;15;14;1;2;0;0;14;62;0;2;42;20;5;0;0;21;556;2;0;0;4;14;7;0;0;3;3;130;113;40;0;0;2;89;204
9;2016;9;1;0;5;0;3304557;2;2016m02;Rio de Janeiro;Fevereiro;1;Capital;0;4;41;57;5;31;3;0;0;7;2;2;3;9;4;7;23;0;3;0;0;20;72;0;3;34;32;9;0;0;27;676;2;0;0;17;49;5;0;0;10;3;187;128;86;0;0;3;77;330
12;2016;60;1;2;17;8;3304557;2;2016m02;Rio de Janeiro;Fevereiro;3;Capital;1;14;18;173;18;32;8;2;0;59;14;4;3;31;35;25;21;1;7;0;0;71;177;1;8;154;29;15;0;0;21;1328;2;1;0;8;19;7;0;0;15;2;99;65;12;0;0;10;274;159
3;2016;30;0;0;1;0;3304557;2;2016m02;Rio de Janeiro;Fevereiro;0;Capital;0;2;14;96;2;33;2;0;0;53;3;2;3;15;11;33;26;0;2;0;0;37;91;0;2;81;33;10;0;0;37;918;2;4;0;4;23;9;0;0;6;2;158;129;78;0;0;7;166;288
17;2016;99;9;1;21;0;3304557;2;2016m02;Rio de Janeiro;Fevereiro;7;Capital;0;38;14;87;54;34;12;0;0;59;8;4;3;19;12;51;29;2;12;3;0;63;116;0;15;109;63;11;0;0;85;1393;2;1;0;36;43;5;0;1;7;2;263;213;114;0;0;3;220;485
4;2016;49;0;0;24;0;3304557;2;2016m02;Rio de Janeiro;Fevereiro;9;Capital;0;4;40;195;13;35;6;2;0;67;8;2;3;33;29;69;31;5;6;0;0;107;205;0;6;183;34;19;0;0;59;1639;2;5;0;15;30;9;0;0;12;5;192;150;71;0;0;4;345;331
3;2016;17;3;0;23;2;3304557;2;2016m02;Rio de Janeiro;Fevereiro;2;Capital;0;7;27;117;12;36;15;3;0;43;6;1;3;16;20;31;16;1;15;6;0;43;164;0;21;79;10;22;0;0;40;970;2;0;0;3;14;4;0;0;10;1;123;99;20;0;0;13;164;161
3;2016;9;0;0;5;0;3304557;2;2016m02;Rio de Janeiro;Fevereiro;2;Capital;0;0;17;62;2;37;2;0;0;35;1;0;3;24;12;44;16;1;2;0;0;41;86;0;2;130;8;3;0;0;5;766;1;2;0;8;11;6;0;0;10;0;77;56;15;0;0;1;226;116
15;2016;16;1;0;4;0;3304557;2;2016m02;Rio de Janeiro;Fevereiro;2;Capital;0;3;16;77;6;38;2;0;0;27;3;1;3;13;9;17;11;0;1;1;1;50;66;0;3;54;30;6;0;0;38;754;1;1;0;25;28;7;1;0;26;0;171;117;67;0;0;1;104;302
11;2016;38;1;1;15;0;3304557;2;2016m02;Rio de Janeiro;Fevereiro;5;Capital;0;11;41;31;16;39;14;0;5;14;2;2;3;13;8;28;21;2;13;1;1;21;46;0;15;52;29;4;0;0;128;848;2;0;0;27;33;3;0;0;22;2;189;134;98;0;0;5;122;348
6;2016;9;0;0;3;0;3304557;2;2016m02;Rio de Janeiro;Fevereiro;0;Capital;0;8;9;31;8;40;1;0;0;21;0;0;3;4;7;12;14;0;1;0;0;17;45;0;1;44;57;11;0;0;45;755;2;0;0;11;23;6;0;0;19;0;204;162;129;0;0;4;81;407
4;2016;15;0;0;16;3;3304557;2;2016m02;Rio de Janeiro;Fevereiro;1;Capital;0;1;18;62;2;41;2;0;0;32;0;1;3;13;14;13;7;0;2;0;0;36;51;0;2;59;12;2;0;0;3;476;2;1;0;1;3;2;0;0;0;1;33;30;11;0;0;2;109;61
5;2016;13;0;0;4;5;3304557;2;2016m02;Rio de Janeiro;Fevereiro;4;Capital;0;2;31;98;6;42;3;1;0;57;1;0;3;28;22;37;37;2;3;0;0;38;88;0;3;168;10;1;0;0;13;905;2;0;0;2;14;4;2;0;6;2;77;57;27;0;0;3;297;124
0;2016;9;0;0;14;0;3304557;2;2016m02;Rio de Janeiro;Fevereiro;1;Capital;0;0;27;82;1;43;3;0;0;19;5;0;3;10;9;9;14;1;2;0;0;34;95;1;3;40;3;9;0;0;4;514;2;0;0;1;3;4;0;0;3;1;40;34;10;0;0;2;82;59
